Date,WTi,Brent,Dubai
###############################################################################################################################################################################################################################################################,36.81,36.62,32.61
###############################################################################################################################################################################################################################################################,38.1,37.89,32.83
###############################################################################################################################################################################################################################################################,37.5,37.36,31.82
###############################################################################################################################################################################################################################################################,36.14,36.11,32
###############################################################################################################################################################################################################################################################,34.74,36.35,31.98
###############################################################################################################################################################################################################################################################,34.73,36.88,32.98
###############################################################################################################################################################################################################################################################,34.95,37.06,32.86
###############################################################################################################################################################################################################################################################,35.52,37.19,34.24
###############################################################################################################################################################################################################################################################,37.35,38.45,33.82
###############################################################################################################################################################################################################################################################,36.31,37.92,34.64
###############################################################################################################################################################################################################################################################,35.62,37.93,36.2
###############################################################################################################################################################################################################################################################,36.76,39.73,36.51
###############################################################################################################################################################################################################################################################,37.16,40.11,36.49
###############################################################################################################################################################################################################################################################,37.51,40.26,36.91
###############################################################################################################################################################################################################################################################,37.65,40.73,38.35
###############################################################################################################################################################################################################################################################,39.97,43,39.11
###############################################################################################################################################################################################################################################################,41.08,43.84,38.29
###############################################################################################################################################################################################################################################################,39.94,42.49,39.75
###############################################################################################################################################################################################################################################################,41.85,44.44,39.8
###############################################################################################################################################################################################################################################################,41.65,44.61,39.87
###############################################################################################################################################################################################################################################################,41.71,44.86,40.37
###############################################################################################################################################################################################################################################################,43.04,45.46,40.94
###############################################################################################################################################################################################################################################################,43.04,46.17,41.4
###############################################################################################################################################################################################################################################################,42.87,46.12,40.7
###############################################################################################################################################################################################################################################################,41.75,44.83,39.57
###############################################################################################################################################################################################################################################################,40.39,44.66,40.07
###############################################################################################################################################################################################################################################################,40.54,44.18,40.13
###############################################################################################################################################################################################################################################################,40.75,44.14,39.64
###############################################################################################################################################################################################################################################################,40.67,43.57,40.39
###############################################################################################################################################################################################################################################################,41.74,44.56,40.35
###############################################################################################################################################################################################################################################################,40.74,43.61,40.77
###############################################################################################################################################################################################################################################################,41.75,44.06,41.68
###############################################################################################################################################################################################################################################################,42.93,45.81,42.59
###############################################################################################################################################################################################################################################################,44.21,47.44,42.88
###############################################################################################################################################################################################################################################################,43.87,47.19,42.88
###############################################################################################################################################################################################################################################################,44.29,47.42,43.16
###############################################################################################################################################################################################################################################################,45.2,47.98,43.7
###############################################################################################################################################################################################################################################################,46.32,48.58,45.45
###############################################################################################################################################################################################################################################################,47.9,50.54,43.89
###############################################################################################################################################################################################################################################################,46.14,48.79,44.55
###############################################################################################################################################################################################################################################################,46.59,49.56,43.94
###############################################################################################################################################################################################################################################################,46.06,48.8,44.45
###############################################################################################################################################################################################################################################################,45.94,49.05,43.11
###############################################################################################################################################################################################################################################################,43.2,46.81,43.01
###############################################################################################################################################################################################################################################################,43.98,47.54,43.48
###############################################################################################################################################################################################################################################################,44.6,47.99,43.9
###############################################################################################################################################################################################################################################################,45.38,48.08,43.71
###############################################################################################################################################################################################################################################################,45.2,47.85,44.43
###############################################################################################################################################################################################################################################################,45.55,48.71,44.61
###############################################################################################################################################################################################################################################################,45.89,48.61,46.22
###############################################################################################################################################################################################################################################################,50.46,47.26,46.58
###############################################################################################################################################################################################################################################################,46.38,48.71,46.44
###############################################################################################################################################################################################################################################################,46.64,49.15,46.52
###############################################################################################################################################################################################################################################################,46.66,49.24,47.08
###############################################################################################################################################################################################################################################################,47.1,49.86,49.61
###############################################################################################################################################################################################################################################################,49.63,52.65,49.99
###############################################################################################################################################################################################################################################################,49.43,53.05,48.41
###############################################################################################################################################################################################################################################################,47.81,51.33,48.97
###############################################################################################################################################################################################################################################################,48.53,51.92,46.48
###############################################################################################################################################################################################################################################################,46.26,49.25,45.91
###############################################################################################################################################################################################################################################################,45.34,48.13,45.38
###############################################################################################################################################################################################################################################################,44.74,47.69,45.92
###############################################################################################################################################################################################################################################################,45.09,48.37,44.31
###############################################################################################################################################################################################################################################################,45.23,48.23,43.95
###############################################################################################################################################################################################################################################################,44.43,47.34,45.01
###############################################################################################################################################################################################################################################################,45.7,48.6,44.98
###############################################################################################################################################################################################################################################################,44.91,48.17,45.13
###############################################################################################################################################################################################################################################################,44.48,47.75,45.13
###############################################################################################################################################################################################################################################################,45.83,49.08,45
###############################################################################################################################################################################################################################################################,46.68,48.92,44.58
###############################################################################################################################################################################################################################################################,44.68,47.47,45.99
###############################################################################################################################################################################################################################################################,46.9,49.08,46.78
###############################################################################################################################################################################################################################################################,47.15,49.75,44.08
###############################################################################################################################################################################################################################################################,44.59,46.63,43.87
###############################################################################################################################################################################################################################################################,44,46.37,45.47
###############################################################################################################################################################################################################################################################,48.14,44.63,45.75
###############################################################################################################################################################################################################################################################,45.92,48.89,45.75
###############################################################################################################################################################################################################################################################,44.15,47.58,47.55
###############################################################################################################################################################################################################################################################,45.94,49.52,45.93
###############################################################################################################################################################################################################################################################,46.05,47.63,46.6
###############################################################################################################################################################################################################################################################,46.05,49.61,47.19
###############################################################################################################################################################################################################################################################,46.75,50.68,47.01
###############################################################################################################################################################################################################################################################,46.25,50.5,46.16
###############################################################################################################################################################################################################################################################,45.41,49.56,49.98
###############################################################################################################################################################################################################################################################,49.2,54.15,48.72
###############################################################################################################################################################################################################################################################,45.22,50.05,46.84
###############################################################################################################################################################################################################################################################,42.56,47.56,43.57
###############################################################################################################################################################################################################################################################,38.6,43.14,42.94
###############################################################################################################################################################################################################################################################,39.31,43.21,42.66
###############################################################################################################################################################################################################################################################,38.24,42.69,44.4
###############################################################################################################################################################################################################################################################,40.45,45.46,46.23
###############################################################################################################################################################################################################################################################,41.14,46.62,46.73
###############################################################################################################################################################################################################################################################,40.8,47.16,48.27
###############################################################################################################################################################################################################################################################,42.62,48.81,48.22
###############################################################################################################################################################################################################################################################,41.87,48.74,48.53
###############################################################################################################################################################################################################################################################,42.5,49.03,49.43
###############################################################################################################################################################################################################################################################,42.23,49.22,49.87
###############################################################################################################################################################################################################################################################,43.3,49.66,49.37
###############################################################################################################################################################################################################################################################,43.08,49.18,50.59
###############################################################################################################################################################################################################################################################,44.96,50.41,49.71
###############################################################################################################################################################################################################################################################,43.87,48.61,49.71
###############################################################################################################################################################################################################################################################,44.66,49.52,49.71
###############################################################################################################################################################################################################################################################,45.15,49.59,50.09
###############################################################################################################################################################################################################################################################,45.74,49.99,50.13
###############################################################################################################################################################################################################################################################,45.17,49.52,51.11
###############################################################################################################################################################################################################################################################,47.12,52.21,52.07
###############################################################################################################################################################################################################################################################,48.52,53.31,52.53
###############################################################################################################################################################################################################################################################,48.79,53.38,51.86
###############################################################################################################################################################################################################################################################,47.98,53.3,51.85
###############################################################################################################################################################################################################################################################,47.39,53.47,52.87
###############################################################################################################################################################################################################################################################,48.14,54.62,53.45
###############################################################################################################################################################################################################################################################,48.45,55.27,54.22
###############################################################################################################################################################################################################################################################,49.19,56.13,55.03
###############################################################################################################################################################################################################################################################,50.36,57.04,54.68
###############################################################################################################################################################################################################################################################,50.15,56.65,55.4
###############################################################################################################################################################################################################################################################,50.89,57.1,55.75
###############################################################################################################################################################################################################################################################,50.91,57.51,55.75
###############################################################################################################################################################################################################################################################,51.41,57.05,56.93
###############################################################################################################################################################################################################################################################,53.04,58.51,56.25
###############################################################################################################################################################################################################################################################,52.2,57.85,57.75
###############################################################################################################################################################################################################################################################,52.74,58.73,58.19
###############################################################################################################################################################################################################################################################,52.78,58.61,56.69
###############################################################################################################################################################################################################################################################,51.65,57.05,54.98
###############################################################################################################################################################################################################################################################,52.33,56.85,55.16
###############################################################################################################################################################################################################################################################,52.53,56.54,57.93
###############################################################################################################################################################################################################################################################,56.93,60.32,59.45
###############################################################################################################################################################################################################################################################,56.93,62.07,59.51
###############################################################################################################################################################################################################################################################,56.96,62.01,60.93
###############################################################################################################################################################################################################################################################,59.47,63.59,59.56
###############################################################################################################################################################################################################################################################,58.33,62.01,59.36
###############################################################################################################################################################################################################################################################,59.63,63.26,60.01
###############################################################################################################################################################################################################################################################,59.7,63.2,60.26
###############################################################################################################################################################################################################################################################,60.27,63.49,61.09
###############################################################################################################################################################################################################################################################,61.01,64.45,60.11
###############################################################################################################################################################################################################################################################,59.68,63.34,59.82
###############################################################################################################################################################################################################################################################,59.61,63.02,60.93
###############################################################################################################################################################################################################################################################,60.45,64.26,60.98
###############################################################################################################################################################################################################################################################,59.92,63.87,60.81
###############################################################################################################################################################################################################################################################,59.97,63.7,60.46
###############################################################################################################################################################################################################################################################,59.52,62.61,61.29
###############################################################################################################################################################################################################################################################,59.96,63.87,62.42
###############################################################################################################################################################################################################################################################,60.77,65.11,63.44
###############################################################################################################################################################################################################################################################,61.43,65.7,62.66
###############################################################################################################################################################################################################################################################,60.14,64.88,59.64
###############################################################################################################################################################################################################################################################,58.14,62.69,60.23
###############################################################################################################################################################################################################################################################,59.13,63.31,59.03
###############################################################################################################################################################################################################################################################,58,62.03,60.71
###############################################################################################################################################################################################################################################################,59.64,63.8,62.3
###############################################################################################################################################################################################################################################################,61.26,65.49,62.49
###############################################################################################################################################################################################################################################################,60.2,64.88,61.11
###############################################################################################################################################################################################################################################################,60.3,65.56,61.11
###############################################################################################################################################################################################################################################################,57.68,62.58,60.64
###############################################################################################################################################################################################################################################################,57.51,62.06,62.11
###############################################################################################################################################################################################################################################################,58.03,63.72,63.07
###############################################################################################################################################################################################################################################################,59.72,65.52,62.98
###############################################################################################################################################################################################################################################################,59.72,65.37,64.03
###############################################################################################################################################################################################################################################################,60.72,66.54,62.68
###############################################################################################################################################################################################################################################################,58.98,65.03,61.75
###############################################################################################################################################################################################################################################################,57.26,64.02,62.79
###############################################################################################################################################################################################################################################################,59.43,66.27,63.58
###############################################################################################################################################################################################################################################################,59.69,66.81,63.49
###############################################################################################################################################################################################################################################################,59.88,66.7,63.61
###############################################################################################################################################################################################################################################################,60.5,66.81,64.21
###############################################################################################################################################################################################################################################################,60.75,66.86,62.4
